
## FlyBase Gene Mapping Table
## Generated: Sat Apr  6 20:50:14 2024
## Using datasource: dbi:Pg:dbname=fb_2024_02_reporting;host=flysql25;port=5432...

##organism_abbreviation	current_symbol	primary_FBid	recombination_loc	cytogenetic_loc	sequence_loc
Dmel	CG13984	FBgn0260452	2-19	26C2-26C2	2L:6308819..6309475(1)
Dmel	CG17140	FBgn0260453	2-43	32B1-32B1	2L:10843014..10845664(-1)
Dmel	CG17139	FBgn0260454	2-43	32B1-32B1	2L:10843014..10845664(-1)
Dmel	CG10332	FBgn0260455	2-104	59F4-59F4	2R:23600914..23601773(-1)
Dmel	CG4806	FBgn0260456	2-107	60D13-60D13	2R:24666158..24668343(-1)
Dmel	PGRP-LD	FBgn0260458	3-15	64E7-64E8	3L:5780051..5784685(1)
Dmel	CG14106	FBgn0260459	3-40	70B1-70B1	3L:13424571..13425671(-1)
Dmel	Rcd7	FBgn0260461	3-45	76B6-76B6	3L:19545110..19547293(1)
Dmel	CtsF	FBgn0260462	3-47.5	82F6-82F7	3R:5237651..5251745(-1)
Dmel	Unc-115b	FBgn0260463	3-49	85E4-85E4	3R:9687060..9692775(-1)
Dmel	CG9288	FBgn0260464	3-54	87F13-87F13	3R:13779624..13780795(1)
Dmel	Indy2	FBgn0260466	3-67	92C3-92C4	3R:20042757..20048716(1)
Dmel	CG7071	FBgn0260467	3-74	94A6-94A6	3R:22362620..22364580(1)
Dmel	CG7950	FBgn0260468	3-100	99D3-99D3	3R:30056859..30058131(1)
Dmel	CR14578	FBgn0260469	3-47	80F9-80F9	3L:27849226..27850751(1)
Dmel	SP555	FBgn0260470	2-15	25C1-25C1	2L:5037709..5040818(1)
Dmel	CG13673	FBgn0260472		66C2-66C2	
Dmel	CG30002	FBgn0260474	2-61	46A1-46A1	2R:9704384..9706147(1)
Dmel	CG30059	FBgn0260475	2-68	50A5-50A5	2R:13412769..13414620(-1)
Dmel	CG30153	FBgn0260476		57A7-57A7	
Dmel	CG30283	FBgn0260477	2-95	57E11-57E11	2R:21539584..21540573(-1)
Dmel	CG31904	FBgn0260479	2-28	28C2-28C2	2L:7734415..7738809(-1)
Dmel	CG32295	FBgn0260480	3-3	62E5-62E5	3L:2525799..2526973(-1)
Dmel	CG32454	FBgn0260481	3-47	80A1-80A1	3L:22729766..22731600(1)
Dmel	CG32599	FBgn0260482	1-48	12E5-12E5	X:14243686..14246514(1)
Dmel	CG32714	FBgn0260483		7F1-7F1	
Dmel	HIP	FBgn0260484	1-5	3F2-3F2	X:3799150..3801570(1)
Dmel	Ziz	FBgn0260486	2-27	28A1-28A1	2L:7472513..7496307(-1)
Dmel	CG42534	FBgn0260487	3-93	97F6-97F6	3R:27340622..27372574(1)
Dmel	l(3)1025	FBgn0260488			
Dmel	l(3)9374	FBgn0260489			
Dmel	l(3)8172	FBgn0260490			
Dmel	l(3)3425	FBgn0260491			
Dmel	l(3)3456	FBgn0260492			
Dmel	l(3)2332	FBgn0260493			
Dmel	boa	FBgn0260494			
Dmel	l(3)2727	FBgn0260495			
Dmel	l(3)7	FBgn0260496			
Dmel	l(3)12563	FBgn0260497			
Dmel	l(3)11534	FBgn0260498			
Dmel	qvr	FBgn0260499	2-64	47F13-47F13	2R:11442505..11451604(1)
Dmel	MENE(3R)-A	FBgn0260564	3-		
Dmel	MENE(3R)-E	FBgn0260568	3-		
Dmel	MENE-MM15	FBgn0260569			
Dmel	MENE-Z33	FBgn0260571			
Dmel	MENE-W12	FBgn0260572			
Dmel	MENE-LL7	FBgn0260573			
Dmel	MENE-GG12	FBgn0260574			
Dmel	MENE-DD3	FBgn0260575			
Dmel	MENE-WW14	FBgn0260576			
Dmel	MENE-X46	FBgn0260577			
Dmel	2L3267	FBgn0260584	2-		
Dmel	2L2870	FBgn0260585	2-		
Dmel	2L2677	FBgn0260586	2-		
Dmel	2L2436	FBgn0260587	2-		
Dmel	2L3186	FBgn0260588	2-		
Dmel	2L3189	FBgn0260589	2-		
Dmel	2L3081	FBgn0260590	2-		
Dmel	2L3298	FBgn0260591	2-		
Dmel	2L2475	FBgn0260592	2-		
Dmel	2L2653	FBgn0260593	2-		
Dmel	2L1683	FBgn0260594	2-		
Dmel	2L2828	FBgn0260595	2-		
Dmel	2L2985	FBgn0260596	2-		
Dmel	2L3073	FBgn0260597	2-		
Dmel	2L2845	FBgn0260598	2-		
Dmel	2L2718	FBgn0260599	2-		
Dmel	2L2775	FBgn0260600	2-		
Dmel	2L1710	FBgn0260601	2-		
Dmel	2L1685	FBgn0260602	2-		
Dmel	2L0948	FBgn0260603	2-		
Dmel	2L2921	FBgn0260604	2-		
Dmel	2L1561	FBgn0260605	2-		
Dmel	2L1540	FBgn0260606	2-		
Dmel	2L1809	FBgn0260607	2-		
Dmel	2L2938	FBgn0260608	2-		
Dmel	2L2615	FBgn0260609	2-		
Dmel	2L3011	FBgn0260610	2-		
Dmel	2L1794	FBgn0260611	2-		
Dmel	2L2468	FBgn0260612	2-		
Dmel	2L2366	FBgn0260613	2-		
Dmel	2L883	FBgn0260614	2-		
Dmel	2L3064	FBgn0260615	2-		
Dmel	2L3194	FBgn0260616	2-		
Dmel	2L1748	FBgn0260617	2-		
Dmel	2L1682	FBgn0260618	2-		
Dmel	2L2983	FBgn0260619	2-		
Dmel	2L2834	FBgn0260620	2-		
Dmel	2L2798	FBgn0260621	2-		
Dmel	2L2686	FBgn0260622	2-		
Dmel	2L3328	FBgn0260623	2-		
Dmel	2L1738	FBgn0260624	2-		
Dmel	d00627	FBgn0260625			
Dmel	d00992	FBgn0260626			
Dmel	d05123	FBgn0260627			
Dmel	d11677	FBgn0260628			
Dmel	d01629	FBgn0260629			
Dmel	f06222	FBgn0260630			
Dmel	c02134	FBgn0260631			
Dmel	dl	FBgn0260632	2-53	36C8-36C9	2L:17436830..17450364(-1)
Dmel	eIF4G2	FBgn0260634	3-81	95B9-95C1	3R:23808285..23819237(-1)
Dmel	Diap1	FBgn0260635	3-44	72D1-72D1	3L:16038410..16051034(-1)
Dmel	l(3)72-73a	FBgn0260636			
Dmel	gammaTub23C	FBgn0260639	2-8	23C4-23C4	2L:2972891..2974858(1)
Dmel	Antp	FBgn0260642	3-48	84A6-84B2	3R:6896253..6999228(-1)
Dmel	CG42535	FBgn0260643	3-33	67E5-67E5	3L:10630034..10630935(-1)
Dmel	CG42536	FBgn0260644	3-33	67E5-67E5	3L:10629083..10630069(-1)
Dmel	CG42537	FBgn0260645	3-47.5	83E5-83E5	3R:6377797..6378233(1)
Dmel	CG42538	FBgn0260646	3-44	72D1-72D1	3L:16034524..16034853(1)
Dmel	Rrp40	FBgn0260648	2-3	22B1-22B1	2L:1728732..1729762(1)
Dmel	l(3)76BDh	FBgn0260651			
Dmel	serp	FBgn0260653	3-46	76C2-76C2	3L:19700977..19708015(-1)
Dmel	l(3)76BDm	FBgn0260655	3-45	76B9-76B9	3L:19613427..19618521(-1)
Dmel	CG42539	FBgn0260656		96B6-96B6	
Dmel	CG42540	FBgn0260657	3-12	64B11-64B11	3L:4556087..4592295(1)
Dmel	CG42541	FBgn0260658	1-5	3F6-3F6	X:3891497..3930578(-1)
Dmel	CG42542	FBgn0260659	3-56	88E3-88E3	3R:15196598..15203074(1)
Dmel	Mp	FBgn0260660	3-19	65E1-65E2	3L:6998843..7053499(1)
Dmel	U5-40k	FBgn0260661			
Dmel	U5-116k	FBgn0260662			
Drua	Drua\Obp57e	FBgn0260697			
Dmel	CG42544	FBgn0260713	3-48	84D3-84D3	3R:7304592..7304954(1)
Dmel	CR42545	FBgn0260718	2-54	39E2-39E2	2L:21577205..21577676(-1)
Dmel	CR42546	FBgn0260719	2-54	39E2-39E2	2L:21589784..21590593(-1)
Dmel	asRNA:CR42547	FBgn0260720	2-96	57F5-57F5	2R:21631421..21634040(-1)
Dmel	CR42548	FBgn0260721	3-45	75A8-75A8	3L:17885254..17885528(-1)
Dmel	lncRNA:CR42549	FBgn0260722	3-48	85D23-85D24	3R:9548104..9551806(-1)
Dmel	Grip98	FBgn0260740			
Dmel	CG3281	FBgn0260741	3-51	87A3-87A3	3R:11960883..11962805(-1)
Dmel	CG12213	FBgn0260742	3-51	87A3-87A3	3R:11964674..11967691(-1)
Dmel	GC1	FBgn0260743	3-51	87A3-87A4	3R:11967708..11971686(1)
Dmel	Tango9	FBgn0260744	3-51	87A4-87A4	3R:11971007..11974910(-1)
Dmel	mfas	FBgn0260745	3-51	87A4-87A4	3R:11984862..11993315(-1)
Dmel	Ect3	FBgn0260746	3-51	87A4-87A4	3R:11999278..12003516(1)
Dmel	Chchd2	FBgn0260747	1-57	15E7-15E7	X:17149001..17150647(1)
Dmel	CG5004	FBgn0260748	1-57	15E3-15E5	X:17107582..17135988(1)
Dmel	Utx	FBgn0260749	2-40	31B1-31B1	2L:10272325..10278811(-1)
Dmel	Mulk	FBgn0260750	2-40	31B1-31B1	2L:10270051..10271465(1)
Dsim	Dsim\Nmy	FBgn0260751	3-		
Dmel	Pdfr	FBgn0260753	1-1	3A4-3A6	X:2552206..2578640(1)
Dmel	CG42552	FBgn0260754		78F1-78F1	
Dmel	CG42553	FBgn0260755	3-0.5	61D2-61D2	3L:834093..835515(1)
Dmel	CG42554	FBgn0260756	3-0.5	61D2-61D2	3L:835683..836770(1)
Dmel	CG42556	FBgn0260758	2-53	36B3-36B3	2L:16889908..16891239(1)
Dmel	CG42557	FBgn0260759	3-99	99C7-99C7	3R:29933287..29934587(1)
Dmel	CG42558	FBgn0260760	3-99	99C7-99C7	3R:29933287..29934587(1)
Dmel	CG42559	FBgn0260761	2-104	59F4-59F4	2R:23599526..23600787(-1)
Dmel	CG42560	FBgn0260762	2-104	59F4-59F4	2R:23599526..23600787(-1)
Dmel	CG42561	FBgn0260763	2-83	54D5-54D5	2R:17684855..17685548(1)
Dmel	CG42562	FBgn0260764	2-83	54D5-54D5	2R:17685814..17686410(1)
Dmel	CG42564	FBgn0260766	3-47.5	83E4-83E5	3R:6374475..6377348(1)
Dmel	CG42565	FBgn0260767	2-100	58F4-58F4	2R:22657901..22661389(1)
Dmel	CG42566	FBgn0260768	2-100	58F4-58F4	2R:22661934..22663241(1)
Dmel	CG42568	FBgn0260770	2-106	60C1-60C1	2R:24157668..24159312(-1)
Dmel	Larp7	FBgn0260771	1-27	8D2-8D2	X:9243817..9245925(1)
Dmel	DnaJ-60	FBgn0260775	2-106	60C1-60C1	2R:24157668..24159312(-1)
Dmel	CG42570	FBgn0260776	3-43	71F2-71F2	3L:15717819..15720073(1)
Dmel	CG42571	FBgn0260777	3-43	71F2-71F2	3L:15716453..15717749(1)
Dmel	GatA	FBgn0260779	3-65	91E4-91E4	3R:19026174..19028857(-1)
Dmel	wisp	FBgn0260780	1-37	10F4-10F4	X:11893943..11899920(1)
Dmel	2-10	FBgn0260781			
Dmel	5-103	FBgn0260782			
Dmel	9-220	FBgn0260783			
Dsim	Dsim\Dox	FBgn0260784			
Dmel	mxc	FBgn0260789	1-27	8D2-8D2	X:9236801..9243467(-1)
Dmel	2mit	FBgn0260793	3-53	87D13-87D13	3R:13121951..13155687(-1)
Dmel	ctrip	FBgn0260794	3-47.1	82D5-82D5	3R:4786284..4812096(-1)
Dmel	NaPi-III	FBgn0260795	3-34	68A7-68A8	3L:11123348..11134663(1)
Dmel	Gprk1	FBgn0260798	2-55	41A1-41A1	2R:4322295..4471060(-1)
Dmel	p120ctn	FBgn0260799	2-55	41B1-41B1	2R:4595288..4609492(1)
Dmel	l(2)GSG317	FBgn0260800			
Dmel	EP2-430	FBgn0260801			
Dmel	EP2-760	FBgn0260802			
Dmel	EP2-1080	FBgn0260803			
Dmel	EP3-378	FBgn0260804			
Dmel	EP3-612	FBgn0260805			
Dmel	EP3-934	FBgn0260806			
Dmel	EP3-980	FBgn0260807			
Dmel	EP3-1199	FBgn0260808			
Dmel	EP3-1729	FBgn0260809			
Dmel	EP3-1789	FBgn0260810			
Dmel	EP3-1809	FBgn0260811			
Dmel	inaF-D	FBgn0260812	1-35	10D8-10E1	X:11724668..11729099(-1)
Dmel	EY04392	FBgn0260814			
Dmel	EY10546	FBgn0260815			
Dmel	EY13010	FBgn0260816			
Dmel	gkt	FBgn0260817	2-8	23D3-23D4	2L:3159950..3162399(1)
Dsim	Dsim\mtrm	FBgn0260833			
Dmel	Sec22	FBgn0260855	1-0	1C5-1C5	X:806076..808200(1)
Dmel	Membrin	FBgn0260856	3-13	64C13-64C13	3L:5366455..5367381(1)
Dmel	Bet1	FBgn0260857	3-45	76A3-76A3	3L:19261394..19262437(1)
Dmel	Ykt6	FBgn0260858	1-21	7C3-7C3	X:7920409..7921966(1)
Dmel	Bet3	FBgn0260859	3-29	67B6-67B6	3L:9438482..9442267(-1)
Dmel	Bet5	FBgn0260860	3-100	99E1-99E1	3R:30180232..30181486(1)
Dmel	Trs23	FBgn0260861	2-33	29E3-29E4	2L:8686231..8687052(1)
Dmel	Vti1a	FBgn0260862	3-0.5	61C8-61C8	3L:691486..692919(-1)
Dmel	dnr1	FBgn0260866	2-100	58E9-58F1	2R:22563152..22592964(-1)
Dmel	CG42577	FBgn0260867	1-64	19C1-19C1	X:20259239..20259656(1)
Dmel	CG42578	FBgn0260868	1-64	19D1-19D1	X:20446371..20446703(1)
Dmel	CG42579	FBgn0260869	1-64	19D2-19D2	X:20527631..20528043(1)
Dmel	CG42580	FBgn0260870	1-64	19D3-19D3	X:20574282..20574693(1)
Dmel	CG42581	FBgn0260871	1-64	19B1-19B1	X:20096162..20096474(-1)
Dmel	CG42582	FBgn0260872		19B2-19B2	
Dmel	CG42583	FBgn0260873	1-64	19B3-19B3	X:20139793..20140170(1)
Dmel	Ir76a	FBgn0260874	3-46	76C5-76C5	3L:19799278..19803427(1)
Dmel	cuff	FBgn0260932	2-65	48C5-48C5	2R:11886067..11887603(1)
Dmel	rempA	FBgn0260933	2-1.5	21E2-21E2	2L:553742..560310(-1)
Dmel	par-1	FBgn0260934	2-89	56D9-56D11	2R:19456170..19485686(1)
Dmel	Vps15	FBgn0260935	3-48	85D1-85D2	3R:9240757..9245869(-1)
Dmel	scny	FBgn0260936	3-15	64E7-64E7	3L:5769002..5776271(1)
Dmel	tay	FBgn0260938	1-52	13F17-13F17	X:15876368..15887311(-1)
Dmel	lsn	FBgn0260940	3-73	93F14-93F14	3R:21865168..21866238(1)
Dmel	app	FBgn0260941	3-38	69A2-69A2	3L:12206238..12266841(-1)
Dmel	bond	FBgn0260942	3-75	94B4-94B4	3R:22550680..22556494(1)
Dmel	Rbp6	FBgn0260943	3-45	73E5-74A1	3L:17058774..17238212(-1)
Dmel	Rbp1	FBgn0260944	3-50	86C6-86C6	3R:10784383..10786465(1)
Dmel	Atg1	FBgn0260945	3-39	69E2-69E4	3L:12784429..12805116(-1)
Dmel	CG42585	FBgn0260953	2-50	35B5-35B5	2L:14739914..14741138(1)
Dmel	CG42586	FBgn0260954	2-50	35B5-35B5	2L:14741161..14741840(-1)
Dmel	CG42587	FBgn0260955	2-50	35B5-35B5	2L:14744845..14745210(-1)
Dmel	MCPH1	FBgn0260959	2-65	48C5-48C5	2R:11895997..11903918(-1)
Dmel	Baldspot	FBgn0260960	3-44	73B4-73B5	3L:16648442..16661615(-1)
Dmel	pic	FBgn0260962	3-53	87D11-87D11	3R:13052245..13056725(1)
Dmel	Vmat	FBgn0260964	2-68	50A14-50B1	2R:13513132..13534251(-1)
Dmel	CG42588	FBgn0260965	3-39	69E4-69E5	3L:12814254..12824650(1)
Dmel	CG42590	FBgn0260967	3-22	66B4-66B4	3L:8068413..8069267(-1)
Dmel	CG42591	FBgn0260968	3-22	66B4-66B4	3L:8069453..8069960(-1)
Dmel	CG42592	FBgn0260969	3-99	99C2-99C2	3R:29835610..29836288(-1)
Dmel	Ubr3	FBgn0260970	1-21	7C9-7D1	X:7935896..7953883(1)
Dmel	CG42594	FBgn0260971	1-9	4D4-4D5	X:4840833..4906575(1)
Dmel	alc	FBgn0260972	2-60	45A11-45A11	2R:9135375..9137933(-1)
Dmel	RfC4	FBgn0260985	3-10	64A7-64A7	3L:4134860..4136038(-1)
Dmel	mei-38	FBgn0260986	1-0.2	2B1-2B1	X:1477063..1481420(1)
Dmel	vtd	FBgn0260987	3-47	-	3L:27136525..27157999(1)
Dmel	yata	FBgn0260990	3-99	99B10-99B10	3R:29749219..29754528(1)
Dmel	Incenp	FBgn0260991	2-55	43A2-43A3	2R:7278467..7281795(1)
Dmel	dpr21	FBgn0260995	2-55	41A1-41A1	2R:3066499..3191011(1)
Dmel	CG42597	FBgn0260996	2-54	40E1-40E1	2L:22064604..22065343(-1)
Dmel	CG42598	FBgn0260997	3-47	80F9-80F9	3L:26354140..26371356(-1)
Dmel	AGAR-11	FBgn0260998	3-		
Dmel	AGAR-21	FBgn0260999	3-		
Dmel	AGAR-52	FBgn0261000	3-		
Dmel	AGAR-53	FBgn0261001	3-		
Dmel	Omar	FBgn0261002	3-		
Dmel	Qajjem	FBgn0261003	3-		
Dmel	asl	FBgn0261004	3-47.5	[73A4--83E8] Left limit from recombination mapping relative to st (FBrf0064935) Right limit from recombination mapping relative to Ki (FBrf0092469)	3R:5603236..5606543(-1)
Dmel	snoRNA:83E4-5	FBgn0261006	3-47.5	83E5-83E5	3R:6375359..6375498(1)
Dmau	Dmau\hlx	FBgn0261009	1-		
Dmau	Dmau\Su(hlx)	FBgn0261010			
Dmel	Pif1A	FBgn0261015	3-48	85B1-85B1	3R:8774286..8801176(-1)
Dmel	clos	FBgn0261016	2-61	45F5-45F5	2R:9587953..9599732(-1)
Dmel	moi	FBgn0261019	3-62	90F11-90F11	3R:18255530..18257677(1)
Dmel	wol	FBgn0261020	2-31	29A3-29A3	2L:8301345..8302985(-1)
Dmel	stj	FBgn0261041	2-68	50C5-50C6	2R:13805794..13819571(1)
Dpse	Dpse\Coy-1	FBgn0261042	1		
Dpse	Dpse\Coy-2	FBgn0261043	4		
Dpse	Dpse\Coy-3	FBgn0261044	1		
Dpse	Dpse\Coy-4	FBgn0261045	4		
Dmel	Dscam3	FBgn0261046	3-61	90B1-90B1	3R:17473935..17505667(-1)
Dmel	Vps45	FBgn0261049	3-48	85D25-85D25	3R:9563924..9566092(1)
Dmel	Cad86C	FBgn0261053	3-50	86C7-86C7	3R:10827079..10849030(1)
Dmel	Sfp24Bc	FBgn0261054	2-10	24B1-24B1	2L:3670131..3670581(-1)
Dmel	Sfp26Ad	FBgn0261055	2-18	26A3-26A3	2L:5942623..5943304(-1)
Dmel	Sfp36F	FBgn0261057	2-53	36F2-36F2	2L:18292522..18292833(1)
Dmel	Sfp38D	FBgn0261058	2-54	38D1-38D2	2L:20640917..20642216(1)
Dmel	Sfp78E	FBgn0261059	3-47	78E4-78E4	3L:21683098..21684042(-1)
Dmel	Sfp93F	FBgn0261060	3-73	93F7-93F7	3R:21735909..21736296(-1)
Dmel	Sfp96F	FBgn0261061	3-89	96F3-96F3	3R:25830061..25830228(-1)
Dmel	Rbsn-5	FBgn0261064	2-30	28E9-28E9	2L:8159832..8161800(1)
Dmel	Cpsf73	FBgn0261065	3-64	91B8-91B8	3R:18661121..18663552(-1)
Dmel	LSm1	FBgn0261067	2-93	57C7-57C7	2R:21169969..21170672(-1)
Dmel	LSm7	FBgn0261068	2-52	36A14-36A14	2L:16742315..16743100(-1)
Dmel	Syt12	FBgn0261085	1-43	11F1-11F1	X:13359248..13368179(1)
Dmel	Syt14	FBgn0261086	3-47.1	82A3-82A3	3R:4314455..4319069(-1)
Dmel	Sytalpha	FBgn0261089	2-53	36D1-36D1	2L:17592260..17604387(1)
Dmel	Sytbeta	FBgn0261090	3-42	71B1-71B2	3L:15014695..15064977(-1)
Dalb	Dalb\bw	FBgn0261095	2-		
Dmel	Atg13	FBgn0261108	3-48	84F13-84F14	3R:8349815..8352817(1)
Dmel	mrn	FBgn0261109	3-43	71E1-71E1	3L:15578769..15580537(-1)
Dmel	G38	FBgn0261110			
Dmel	BHD	FBgn0261111	3-19	65E9-65E9	3L:7238542..7240245(1)
Dmel	APP-BP1	FBgn0261112	3-34	68A6-68A6	3L:11098412..11100578(1)
Dmel	Xrp1	FBgn0261113	3-65	91D4-91D5	3R:18914968..18926989(1)
Dmel	Prp19	FBgn0261119	2-85	55C9-55C9	2R:18447361..18451041(-1)
Dmel	Alh	FBgn0261238	3-48	84B6-84C3	3R:7094596..7124185(-1)
Dmel	Hr39	FBgn0261239	2-54	39B4-39C1	2L:21237250..21259675(1)
Dmel	Psa	FBgn0261243	3-0.5	62A3-62A3	3L:1502843..1523380(1)
Dmel	inaE	FBgn0261244	1-46	12C4-12C5	X:13783714..13811493(1)
Dmel	sing	FBgn0261245	1-55	15A1-15A1	X:16679297..16681784(1)
Dmel	wiser	FBgn0261256	1-21.7		
Dmel	rgn	FBgn0261258	3-47	78C9-78D1	3L:21382501..21424416(1)
Dmel	mgl	FBgn0261260	1-28	8D9-8D10	X:9358496..9500129(-1)
Dmel	plx	FBgn0261261	3-47.5	83C1-83C1	3R:5685855..5712837(1)
Dmel	CG42613	FBgn0261262	3-65	91E1-91E1	3R:18929196..18978088(1)
Dmel	zuc	FBgn0261266	2-45	33B5-33B5	2L:11988735..11989882(-1)
Dmel	CG42615	FBgn0261267	2-59	44E3-44E3	2R:8737370..8737790(1)
Dmel	Cul3	FBgn0261268	2-51	35C5-35D1	2L:15265245..15272024(-1)
Dmel	conv	FBgn0261269	2-69	50E6-50E6	2R:14270729..14275495(1)
Dmel	Sps1	FBgn0261270	2-69	50E6-50E6	2R:14268772..14270658(-1)
Dmel	Ero1L	FBgn0261274	3-10	64A9-64A9	3L:4170404..4173789(1)
Dmel	Opa1	FBgn0261276	2-69	50E4-50E4	2R:14230611..14235449(-1)
Dmel	rtv	FBgn0261277	1-33	10A8-10A8	X:11152484..11153990(-1)
Dmel	grp	FBgn0261278	2-52	36A10-36A10	2L:16680054..16699926(1)
Dmel	lqfR	FBgn0261279	3-74	94A12-94A12	3R:22411301..22419051(1)
Dmel	SREBP	FBgn0261283	3-46	76C5-76C5	3L:19793935..19798979(1)
Dmel	bou	FBgn0261284	1-18	6E4-6E4	X:6986486..6987188(1)
Dmel	Ppcs	FBgn0261285	3-66	91F3-91F4	3R:19139054..19147910(-1)
Dmel	Mat89Ba	FBgn0261286	3-58	89B9-89B9	3R:16268329..16272415(-1)
Dmel	ymp	FBgn0261287	3-88	96E4-96E4	3R:25591502..25609127(-1)
Dmel	CheB98a	FBgn0261289	3-97	98E5-98E5	3R:28806702..28807501(1)
Dmel	CheA84a	FBgn0261290	3-48	84F3-84F3	3R:8204195..8204830(-1)
Dmel	CheA86a	FBgn0261291	3-50	86D4-86D4	3R:11144346..11145235(-1)
Dmel	CheB53a	FBgn0261292	2-80	53C5-53C5	2R:16466709..16467522(1)
Dmel	CheB53b	FBgn0261293	2-80	53C5-53C5	2R:16468209..16468934(1)
Dmel	CheB74a	FBgn0261294	3-45	74F3-74F3	3L:17719193..17719854(-1)
Dmel	GJ20676	FBgn0261296			
Dmel	verm	FBgn0261341	3-46	76C1-76C2	3L:19690033..19695260(-1)
Dmel	Mst36Fb	FBgn0261349	2-53	36F10-36F10	2L:18673363..18675094(-1)
Dmel	Ccdc56	FBgn0261353	3-36	68D2-68D2	3L:11708979..11710570(1)
Dmel	CG42633	FBgn0261356	3-50	86C6-86C6	3R:10780965..10782267(-1)
Dmel	CG42634	FBgn0261357	2-53	36E3-36E3	2L:18007935..18008962(1)
Dmel	CG42635	FBgn0261358	2-53	36E3-36E3	2L:18007935..18008962(1)
Dmel	CG42637	FBgn0261360	3-46	76C2-76C5	3L:19719527..19793569(-1)
Dmel	CG42638	FBgn0261361	3-46	76C3-76C3	3L:19745834..19749744(-1)
Dmel	PPO3	FBgn0261363	2-102	59C3-59C3	2R:23064769..23067183(1)
Ccos	Ccos\fa	FBgn0261367	1-		
Dmel	CG33228	FBgn0261373	2-107	60D13-60D13	2R:24668411..24669330(-1)
Dmel	Phox	FBgn0261374	2-80.6		
Dmel	Dox-3	FBgn0261375	2-		
Dmel	mgg	FBgn0261378			
Dmel	mRpL37	FBgn0261380	3-50	86C6-86C6	3R:10782563..10784092(-1)
Dmel	mtTFB1	FBgn0261381	3-36	68D2-68D2	3L:11708979..11710570(1)
Dmel	IntS6	FBgn0261383	1-13	5B4-5B6	X:5738663..5747254(-1)
Dmel	scra	FBgn0261385	2-57	43E3-43E3	2R:7590119..7595242(1)
Dmel	Gpa2	FBgn0261386			Unmapped_Scaffold_8_D1580_D1567:3093..3557(-1)
Dmel	CG17528	FBgn0261387	2-55	41C2-41C2	2R:4815426..4824319(-1)
Dmel	p1130	FBgn0261389			
Dmel	alpha-Est5	FBgn0261393	3-48	84D9-84D9	3R:7533496..7536390(-1)
Dmel	Prosalpha3	FBgn0261394	2-92	57B5-57B5	2R:20994900..20996118(1)
Dmel	Prosalpha3T	FBgn0261395	3-102	100B3-100B3	3R:31122527..31123415(-1)
Dmel	Rpn3	FBgn0261396	2-54	37B12-37B12	2L:19051790..19053681(1)
Dmel	didum	FBgn0261397	2-56	43C7-43D1	2R:7500147..7508625(1)
Dmel	Pp1-Y1	FBgn0261399	Y-		Y:9833..10786(1)
Dmel	didy	FBgn0261400	3-		
Dmel	Ir75c	FBgn0261401	3-45	75A2-75A2	3L:17820493..17822834(-1)
Dmel	Ir75b	FBgn0261402	3-45	75A2-75A2	3L:17818073..17820193(-1)
Dmel	sxc	FBgn0261403	2-55	41E4-41E5	2R:5307288..5329555(1)
Dmel	lncRNA:CR42646	FBgn0261429	2-55	41E5-41E6	2R:5363253..5367357(1)
Dmel	CR42647	FBgn0261430		40F7-40F7	
Dmel	hkb	FBgn0261434	3-47.1	82A4-82A4	3R:4345015..4346646(-1)
Dmel	DhpD	FBgn0261436	3-47.1	82A1-82A1	3R:4227387..4229238(-1)
Dmel	CSN8	FBgn0261437	2-31	29B2-29B2	2L:8364855..8365663(1)
Dmel	SdhA	FBgn0261439	2-89	56D3-56D3	2R:19391863..19395971(-1)
Dmel	CG3638	FBgn0261444	1-0.1	1E4-1E4	X:1215289..1236684(-1)
Dmel	sgl	FBgn0261445	3-18	65D4-65D5	3L:6959554..6964758(-1)
Dmel	CG13377	FBgn0261446	1-0	1A1-1A1	X:258335..263999(-1)
Dvir	Dvir\Pdf	FBgn0261447			
Dmel	su(rdgA)40	FBgn0261448			
Ccos	Ccos\npd	FBgn0261449			
Dmel	scaRNA:MeU2-G25	FBgn0261452	3-84	95F4-95F4	3R:24237166..24237284(1)
Dmel	scaRNA:MeU2-C41	FBgn0261453	3-48	84E5-84E5	3R:7921952..7922073(1)
Dmel	scaRNA:MeU4-A65	FBgn0261454	3-45	74E3-74E3	3L:17628057..17628203(1)
Dmel	scaRNA:MeU5-G38	FBgn0261455	3-74	94A1-94A1	3R:22036343..22036443(1)
Dmel	hpo	FBgn0261456	2-89	56D13-56D13	2R:19493996..19496856(-1)
Dmel	capt	FBgn0261458	2-2	21F1-21F1	2L:1151678..1158262(-1)
Dmel	RhoGAP18B	FBgn0261461	1-62	18A3-18A4	X:19136107..19167082(-1)
Dmel	slim	FBgn0261477	2-85	55C9-55C9	2R:18440965..18445526(1)
Dmel	nero	FBgn0261479	3-102	100D2-100D2	3R:31746445..31747558(-1)
Dmel	CG42649	FBgn0261501	2-83	54C12-54C12	2R:17599389..17599607(-1)
Dmel	CG42650	FBgn0261502	3-48	84D5-84D5	3R:7391413..7392280(1)
Dmel	lncRNA:CR42651	FBgn0261503	3-48	84A5-84A5	3R:6808796..6816379(-1)
Dmel	7SLRNA:CR42652	FBgn0261504	3-48	84A5-84A5	3R:6820131..6820429(-1)
Dmel	CR42653	FBgn0261505	2-55	41A1-41A1	2R:1207416..1209312(1)
